IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
19616,C,F,1,0,ESO,Obrero,1,1,0-1 KM,Pacífico,1,47,60000
19617,C,M,5,4,Bachiller,Profesional,1,2,5-10 KM,Pacífico,0,42,70000
19618,C,M,5,4,ESO,Obrero,1,2,0-1 KM,Pacífico,0,47,70000
19619,C,M,5,4,ESO,Obrero,1,2,5-10 KM,Pacífico,0,47,70000
19620,S,M,1,0,ESO,Obrero,1,1,5-10 KM,Pacífico,1,42,60000
19621,C,F,5,4,Bachiller,Profesional,1,1,0-1 KM,Pacífico,1,51,80000
19622,C,M,2,0,Bachiller,Profesional,1,1,5-10 KM,Pacífico,0,51,90000
19623,C,F,4,0,Bachiller,Administrativo,1,2,0-1 KM,Pacífico,0,51,100000
19624,C,M,1,0,ESO,Obrero,1,1,5-10 KM,Pacífico,0,53,70000
19625,S,M,1,0,ESO,Obrero,1,1,5-10 KM,Pacífico,0,42,70000
19626,C,M,5,4,ESO,Obrero,1,3,5-10 KM,Pacífico,0,43,70000
19627,C,F,5,4,ESO,Obrero,1,3,10+ KM,Pacífico,0,50,70000
19628,S,F,1,0,ESO,Obrero,0,1,0-1 KM,Pacífico,1,53,70000
19629,C,F,1,0,ESO,Obrero,1,1,5-10 KM,Pacífico,0,54,70000
19630,C,F,1,0,ESO,Obrero,1,1,5-10 KM,Pacífico,0,53,80000
19631,C,M,2,0,Bachiller,Administrativo,1,1,0-1 KM,Pacífico,1,51,40000
19632,S,M,2,1,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,0,60,10000
19633,S,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,33,30000
19634,C,M,0,0,Formación Profesional,Obrero,1,1,5-10 KM,Norte América,0,34,40000
19635,S,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,33,40000
19636,C,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,33,40000
19637,S,M,0,0,Formación Profesional,Obrero,0,2,0-1 KM,Norte América,0,33,40000
19638,C,F,0,0,Formación Profesional,Obrero,0,2,0-1 KM,Norte América,0,29,30000
19639,S,M,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,30,30000
19640,C,M,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,29,30000
19641,S,M,0,0,FP en curso,Religión,0,2,5-10 KM,Norte América,0,30,30000
19642,S,F,0,0,FP en curso,Religión,0,2,5-10 KM,Norte América,0,31,30000
19643,C,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,31,40000
19644,S,F,0,0,FP en curso,Religión,1,2,5-10 KM,Norte América,0,32,30000
19645,C,M,0,0,Formación Profesional,Obrero,0,2,0-1 KM,Norte América,0,33,40000
19646,S,M,0,0,FP en curso,Religión,0,2,5-10 KM,Norte América,0,30,30000
19647,S,F,0,0,FP en curso,Religión,0,2,5-10 KM,Norte América,0,30,30000
19648,S,F,0,0,FP en curso,Religión,1,2,5-10 KM,Norte América,0,30,30000
19649,S,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,30,40000
19650,C,F,2,0,ESO,Religión,0,2,0-1 KM,Pacífico,0,70,30000
19651,C,M,2,0,Bachiller,Administrativo,1,2,5-10 KM,Pacífico,0,70,40000
19652,S,M,2,0,Bachiller,Administrativo,1,2,5-10 KM,Pacífico,1,67,40000
19653,C,F,2,0,Grado Universitario,Administrativo,1,1,5-10 KM,Pacífico,1,68,50000
19654,C,M,0,0,Formación Profesional,Obrero,0,2,1-2 KM,Norte América,0,33,40000
19655,S,F,0,0,ESO,Obrero,0,1,1-2 KM,Norte América,0,33,60000
19656,C,F,0,0,ESO,Obrero,1,1,5-10 KM,Norte América,0,35,30000
19657,S,F,0,0,Bachiller,Administrativo,0,1,0-1 KM,Norte América,1,38,80000
19658,S,M,4,4,Bachiller,Administrativo,1,1,1-2 KM,Norte América,1,41,90000
19659,S,M,0,0,ESO,Obrero,0,2,5-10 KM,Norte América,1,40,70000
19660,C,M,4,3,Bachiller,Administrativo,1,0,0-1 KM,Norte América,0,47,80000
19661,S,M,4,4,Bachiller,Administrativo,1,1,1-2 KM,Norte América,1,42,90000
19662,C,F,4,4,Bachiller,Administrativo,1,1,1-2 KM,Norte América,0,36,90000
19663,C,M,4,4,ESO,Obrero,1,3,0-1 KM,Norte América,0,30,90000
19664,S,M,3,0,Bachiller,Administrativo,0,3,1-2 KM,Norte América,0,36,100000
19665,C,M,2,1,Grado Universitario,Administrativo,1,3,1-2 KM,Norte América,0,41,110000
19666,C,F,5,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,0,65,10000
19667,C,M,4,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,0,65,20000
19668,C,M,0,0,ESO,Obrero,0,1,1-2 KM,Norte América,0,31,40000
19669,S,F,0,0,ESO,Obrero,0,1,5-10 KM,Norte América,0,31,40000
19670,S,M,0,0,ESO,Obrero,0,2,5-10 KM,Norte América,1,32,60000
19671,C,M,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,1,31,60000
19672,C,F,2,1,FP en curso,Religión,1,2,1-2 KM,Pacífico,0,64,10000
19673,C,M,2,1,FP en curso,Religión,1,2,1-2 KM,Pacífico,0,65,10000
19674,S,F,2,1,FP en curso,Religión,1,2,5-10 KM,Pacífico,0,64,10000
19675,C,M,4,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,0,64,20000
19676,C,F,4,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,0,63,20000
19677,C,M,4,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,0,57,20000
19678,C,M,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,38,60000
19679,C,M,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,33,60000
19680,C,F,1,1,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,38,60000
19681,C,F,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,32,50000
19682,C,M,1,1,Bachiller,Obrero,1,0,0-1 KM,Norte América,1,37,50000
19683,C,M,1,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,38,60000
19684,S,F,0,0,ESO,Profesional,0,1,10+ KM,Norte América,0,40,90000
19685,C,F,3,2,Bachiller,Administrativo,1,4,1-2 KM,Norte América,0,46,110000
19686,C,M,2,2,Grado Universitario,Administrativo,1,2,0-1 KM,Norte América,0,45,130000
19687,C,M,3,2,Bachiller,Administrativo,1,3,0-1 KM,Norte América,1,45,130000
19688,C,M,4,3,ESO,Profesional,0,0,0-1 KM,Norte América,0,54,70000
19689,S,F,2,1,ESO,Profesional,1,0,5-10 KM,Norte América,1,54,90000
19690,S,M,0,0,Grado Universitario,Administrativo,0,3,1-2 KM,Norte América,1,70,170000
19691,S,F,0,0,ESO,Profesional,0,2,2-5 KM,Norte América,1,47,90000
19692,C,M,4,2,Bachiller,Administrativo,1,4,1-2 KM,Norte América,0,46,110000
19693,C,F,5,4,ESO,Profesional,1,3,5-10 KM,Norte América,0,47,80000
19694,C,F,1,2,ESO,Profesional,1,3,5-10 KM,Norte América,0,47,100000
19695,C,M,1,2,ESO,Profesional,1,3,1-2 KM,Norte América,0,41,100000
19696,C,M,1,3,ESO,Profesional,1,4,5-10 KM,Norte América,1,48,120000
19697,S,F,1,3,Formación Profesional,Profesional,1,4,5-10 KM,Norte América,1,47,120000
19698,C,F,1,3,Bachiller,Administrativo,1,0,0-1 KM,Norte América,1,47,130000
19699,C,F,4,3,Formación Profesional,Profesional,1,2,1-2 KM,Norte América,0,43,90000
19700,C,M,1,3,ESO,Profesional,1,4,5-10 KM,Norte América,0,43,110000
19701,C,F,2,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,1,54,60000
19702,C,M,2,0,Formación Profesional,Profesional,0,2,5-10 KM,Norte América,0,54,60000
19703,C,F,2,0,Formación Profesional,Profesional,0,2,5-10 KM,Norte América,0,54,60000
19704,C,M,2,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,1,54,60000
19705,S,F,4,3,Formación Profesional,Profesional,1,0,5-10 KM,Norte América,1,55,70000
19706,S,M,3,2,ESO,Profesional,1,0,5-10 KM,Norte América,1,54,80000
19707,C,M,2,0,FP en curso,Obrero,1,2,5-10 KM,Norte América,0,50,80000
19708,C,F,4,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,1,74,80000
19709,C,M,3,0,ESO,Profesional,0,2,5-10 KM,Norte América,0,73,40000
19710,S,F,5,4,ESO,Profesional,1,3,5-10 KM,Norte América,1,49,80000
19711,S,M,3,2,ESO,Profesional,0,4,1-2 KM,Norte América,0,49,100000
19712,C,M,0,3,ESO,Profesional,1,0,5-10 KM,Norte América,0,49,100000
19713,C,F,0,3,ESO,Profesional,1,1,1-2 KM,Norte América,0,44,100000
19714,S,F,1,3,Formación Profesional,Profesional,1,4,5-10 KM,Norte América,1,44,120000
19715,C,M,1,3,Formación Profesional,Profesional,0,4,2-5 KM,Norte América,0,49,120000
19716,S,M,3,0,FP en curso,Obrero,1,2,5-10 KM,Norte América,1,50,60000
19717,S,M,3,0,FP en curso,Obrero,1,2,5-10 KM,Norte América,1,50,60000
19718,C,F,3,1,Formación Profesional,Profesional,1,1,1-2 KM,Norte América,1,55,70000
19719,S,M,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,1,51,70000
19720,C,F,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,56,70000
19721,S,M,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,1,56,70000
19722,C,M,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,1,51,70000
19723,C,F,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,1,51,70000
19724,S,M,3,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,1,51,60000
19725,C,F,3,0,ESO,Profesional,0,2,5-10 KM,Norte América,1,57,40000
19726,C,M,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,72,60000
19727,C,F,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,62,60000
19728,C,M,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,71,60000
19729,C,F,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,71,60000
19730,C,M,5,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,1,71,70000
19731,C,M,4,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,71,80000
19732,S,M,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,65,60000
19733,C,F,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,70,60000
19734,C,F,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,70,60000
19735,C,F,5,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,1,70,70000
19736,C,F,5,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,1,70,70000
19737,S,F,5,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,64,70000
19738,C,M,5,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,1,69,70000
19739,C,M,5,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,70,70000
19740,S,F,5,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,69,70000
19741,S,F,4,0,Grado Universitario,Administrativo,1,2,5-10 KM,Norte América,0,69,80000
19742,C,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,68,50000
19743,S,F,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,68,60000
19744,C,F,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,68,60000
19745,C,F,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,63,60000
19746,C,F,5,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,1,63,70000
19747,C,M,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,67,50000
19748,C,M,4,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,0,63,20000
19749,S,F,0,0,ESO,Obrero,0,2,0-1 KM,Norte América,1,31,70000
19750,S,M,0,0,FP en curso,Religión,0,2,5-10 KM,Norte América,0,32,40000
19751,S,F,0,0,FP en curso,Religión,0,2,1-2 KM,Norte América,0,32,40000
19752,C,F,4,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,0,56,20000
19753,C,F,4,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,0,61,20000
19754,S,M,0,0,ESO,Obrero,0,1,1-2 KM,Norte América,0,32,40000
19755,C,F,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,0,32,40000
19756,S,M,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,0,32,60000
19757,C,F,0,0,ESO,Obrero,0,2,1-2 KM,Norte América,0,33,60000
19758,S,M,0,0,ESO,Obrero,0,2,1-2 KM,Norte América,0,33,60000
19759,C,F,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,0,33,60000
19760,S,F,0,0,ESO,Obrero,0,2,1-2 KM,Norte América,0,33,60000
19761,C,M,2,1,FP en curso,Religión,1,2,1-2 KM,Pacífico,0,59,20000
19762,S,M,2,1,FP en curso,Religión,1,2,5-10 KM,Pacífico,0,54,20000
19763,C,M,3,0,ESO,Religión,0,2,1-2 KM,Pacífico,1,53,30000
19764,C,M,2,1,FP en curso,Religión,0,2,1-2 KM,Pacífico,0,58,20000
19765,C,M,3,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,1,58,30000
19766,C,M,3,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,58,30000
19767,S,M,0,0,FP en curso,Religión,0,2,5-10 KM,Norte América,0,30,40000
19768,S,M,0,0,FP en curso,Religión,0,2,1-2 KM,Norte América,1,29,40000
19769,C,F,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,1,29,30000
19770,C,F,3,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,52,30000
19771,C,F,3,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,1,57,30000
19772,S,M,2,0,ESO,Obrero,0,2,1-2 KM,Pacífico,1,50,80000
19773,C,M,2,0,ESO,Obrero,1,2,5-10 KM,Pacífico,1,56,80000
19774,C,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,34,40000
19775,S,F,0,0,Formación Profesional,Obrero,0,2,1-2 KM,Norte América,1,34,40000
19776,C,F,0,0,Formación Profesional,Obrero,1,2,5-10 KM,Norte América,0,34,40000
19777,C,M,0,0,ESO,Obrero,0,2,1-2 KM,Norte América,0,29,60000
19778,C,F,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,0,34,60000
19779,S,F,0,0,ESO,Obrero,1,2,5-10 KM,Norte América,0,37,60000
19780,S,F,0,0,ESO,Profesional,0,2,0-1 KM,Norte América,1,36,70000
19781,C,F,0,0,ESO,Profesional,0,2,1-2 KM,Norte América,0,33,60000
19782,S,M,2,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,1,54,80000
19783,S,M,2,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,49,80000
19784,C,F,2,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,54,80000
19785,C,F,2,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,49,80000
19786,C,F,2,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,53,80000
19787,S,M,2,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,53,80000
19788,S,F,2,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,1,48,80000
19789,C,F,2,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,53,80000
19790,S,F,2,0,Formación Profesional,Obrero,0,2,1-2 KM,Pacífico,1,53,80000
19791,S,M,2,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,1,53,80000
19792,S,F,2,0,Formación Profesional,Profesional,0,2,1-2 KM,Pacífico,1,52,70000
19793,S,F,2,0,Formación Profesional,Profesional,1,2,5-10 KM,Pacífico,1,52,70000
19794,S,M,2,0,Formación Profesional,Profesional,1,2,5-10 KM,Pacífico,1,46,70000
19795,C,M,1,1,Bachiller,Administrativo,1,3,0-1 KM,Pacífico,1,52,100000
19796,S,M,5,1,Bachiller,Administrativo,1,4,2-5 KM,Pacífico,0,51,120000
19797,S,M,0,0,Grado Universitario,Administrativo,1,3,0-1 KM,Pacífico,1,51,130000
19798,C,F,4,1,Bachiller,Administrativo,1,4,2-5 KM,Pacífico,0,45,110000
19799,S,M,0,0,Bachiller,Administrativo,1,1,2-5 KM,Norte América,0,36,80000
19800,S,F,0,0,Bachiller,Administrativo,0,1,2-5 KM,Norte América,0,37,80000
19801,S,M,0,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,29,30000
19802,S,F,0,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,1,35,30000
19803,S,M,0,0,FP en curso,Obrero,0,2,1-2 KM,Norte América,1,29,30000
19804,S,M,0,0,ESO,Profesional,0,2,5-10 KM,Norte América,0,30,60000
19805,S,F,0,0,ESO,Profesional,0,2,5-10 KM,Norte América,0,30,60000
19806,S,F,0,0,ESO,Profesional,1,2,5-10 KM,Norte América,0,36,60000
19807,C,F,1,2,Bachiller,Administrativo,1,1,2-5 KM,Pacífico,0,50,110000
19808,C,F,0,1,Grado Universitario,Administrativo,1,3,0-1 KM,Norte América,1,44,130000
19809,C,M,0,1,Grado Universitario,Administrativo,1,3,1-2 KM,Norte América,0,37,130000
19810,S,M,2,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,52,60000
19811,C,M,2,0,Formación Profesional,Profesional,0,2,5-10 KM,Norte América,0,52,60000
19812,S,F,2,1,ESO,Profesional,1,0,5-10 KM,Norte América,1,47,70000
19813,C,F,2,1,Bachiller,Administrativo,1,0,0-1 KM,Norte América,1,53,80000
19814,C,M,2,1,Bachiller,Administrativo,1,1,2-5 KM,Norte América,1,53,80000
19815,C,M,2,1,Bachiller,Administrativo,1,1,2-5 KM,Norte América,1,52,80000
19816,C,M,2,0,ESO,Profesional,1,1,5-10 KM,Norte América,0,46,90000
19817,S,F,2,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,48,60000
19818,C,F,2,0,Formación Profesional,Profesional,0,2,5-10 KM,Norte América,0,54,60000
19819,C,M,2,0,Formación Profesional,Profesional,0,2,5-10 KM,Norte América,0,53,60000
19820,C,F,2,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,1,54,60000
19821,C,F,3,0,ESO,Profesional,0,2,5-10 KM,Norte América,1,42,70000
19822,C,M,4,4,ESO,Profesional,1,3,2-5 KM,Norte América,0,39,90000
19823,C,F,4,4,ESO,Profesional,1,3,2-5 KM,Norte América,0,44,90000
19824,S,M,5,5,ESO,Profesional,1,3,2-5 KM,Norte América,1,44,90000
19825,C,M,2,2,Bachiller,Administrativo,1,4,2-5 KM,Norte América,0,45,120000
19826,S,M,4,3,Bachiller,Administrativo,1,0,2-5 KM,Norte América,0,40,80000
19827,C,M,4,3,Bachiller,Administrativo,1,0,0-1 KM,Norte América,0,40,80000
19828,C,F,4,3,Bachiller,Administrativo,1,0,2-5 KM,Norte América,0,46,80000
19829,S,M,3,2,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,1,46,60000
19830,S,F,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,41,70000
19831,C,M,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,47,70000
19832,C,F,4,3,Formación Profesional,Obrero,0,3,5-10 KM,Norte América,0,37,40000
19833,C,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,68,50000
19834,C,M,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,67,50000
19835,C,F,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,68,60000
19836,C,M,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,67,60000
19837,C,M,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,57,70000
19838,C,M,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,67,70000
19839,C,F,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,66,60000
19840,C,F,4,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,66,60000
19841,C,F,5,0,Bachiller,Administrativo,0,2,1-2 KM,Norte América,1,60,70000
19842,C,F,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,66,70000
19843,S,M,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,61,70000
19844,C,F,5,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,66,70000
19845,C,M,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,67,70000
19846,C,M,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,66,70000
19847,S,M,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,67,70000
19848,C,M,5,0,Bachiller,Administrativo,1,2,5-10 KM,Norte América,0,67,80000
19849,C,M,4,0,Formación Profesional,Profesional,0,2,10+ KM,Norte América,1,60,40000
19850,C,M,4,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,0,65,40000
19851,S,M,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,64,70000
19852,S,M,5,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,64,70000
19853,C,M,5,0,Bachiller,Administrativo,1,3,2-5 KM,Norte América,0,58,70000
19854,S,F,5,0,Bachiller,Administrativo,1,3,10+ KM,Norte América,1,63,70000
19855,C,M,5,0,Bachiller,Administrativo,1,3,2-5 KM,Norte América,1,58,70000
19856,C,F,4,0,Bachiller,Administrativo,1,2,2-5 KM,Norte América,0,63,60000
19857,S,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,63,60000
19858,C,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,63,60000
19859,C,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,63,60000
19860,S,F,2,1,ESO,Profesional,1,1,10+ KM,Norte América,0,62,70000
19861,C,F,2,1,ESO,Profesional,1,1,2-5 KM,Norte América,0,62,70000
19862,C,F,2,1,Formación Profesional,Profesional,0,2,2-5 KM,Norte América,0,61,40000
19863,C,F,2,1,ESO,Profesional,1,1,10+ KM,Norte América,0,61,60000
19864,C,M,2,1,ESO,Profesional,1,1,10+ KM,Norte América,0,61,60000
19865,C,F,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,62,60000
19866,C,M,2,1,ESO,Profesional,1,2,10+ KM,Norte América,0,61,60000
19867,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,61,60000
19868,S,M,2,1,Bachiller,Administrativo,1,0,10+ KM,Norte América,0,61,60000
19869,C,F,4,1,ESO,Profesional,1,2,1-2 KM,Norte América,1,61,70000
19870,C,M,2,1,FP en curso,Obrero,1,2,10+ KM,Norte América,0,54,40000
19871,S,M,2,1,ESO,Profesional,1,2,10+ KM,Norte América,0,55,60000
19872,C,F,2,1,FP en curso,Obrero,0,2,2-5 KM,Norte América,0,49,40000
19873,S,M,2,1,FP en curso,Obrero,1,2,10+ KM,Norte América,0,59,40000
19874,C,F,2,1,FP en curso,Obrero,1,3,10+ KM,Norte América,1,49,40000
19875,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,59,60000
19876,C,M,2,1,ESO,Profesional,0,1,2-5 KM,Norte América,0,59,60000
19877,C,M,2,1,ESO,Profesional,1,1,2-5 KM,Norte América,0,54,60000
19878,C,F,4,2,ESO,Profesional,1,1,1-2 KM,Norte América,0,59,70000
19879,C,M,4,2,ESO,Profesional,1,1,1-2 KM,Norte América,0,59,70000
19880,C,F,4,2,ESO,Profesional,0,1,1-2 KM,Norte América,0,59,70000
19881,C,M,3,1,Bachiller,Administrativo,1,1,1-2 KM,Norte América,0,59,80000
19882,S,M,3,1,Bachiller,Administrativo,1,1,5-10 KM,Norte América,0,59,80000
19883,C,M,3,1,Bachiller,Administrativo,1,2,5-10 KM,Norte América,1,59,80000
19884,C,M,2,1,Formación Profesional,Profesional,1,2,2-5 KM,Norte América,1,53,60000
19885,S,M,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,58,60000
19886,C,M,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,58,60000
19887,C,F,2,1,ESO,Profesional,0,1,2-5 KM,Norte América,0,58,60000
19888,S,M,2,1,ESO,Profesional,1,2,10+ KM,Norte América,0,59,60000
19889,S,F,2,1,FP en curso,Obrero,0,2,2-5 KM,Norte América,1,57,70000
19890,S,M,2,1,FP en curso,Obrero,1,2,10+ KM,Norte América,0,52,70000
19891,C,F,2,1,Formación Profesional,Profesional,1,2,2-5 KM,Norte América,1,57,60000
19892,C,M,2,1,Formación Profesional,Profesional,1,2,2-5 KM,Norte América,1,57,60000
19893,S,M,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,52,60000
19894,S,M,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,57,60000
19895,C,M,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,52,60000
19896,C,F,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,52,60000
19897,S,F,4,3,ESO,Profesional,1,1,10+ KM,Norte América,1,56,70000
19898,S,F,2,3,Bachiller,Administrativo,0,4,0-1 KM,Europa,0,51,130000
19899,C,M,2,4,ESO,Profesional,1,3,5-10 KM,Europa,1,42,110000
19900,C,F,2,4,Formación Profesional,Profesional,1,4,5-10 KM,Europa,0,53,120000
19901,C,M,3,4,ESO,Profesional,1,3,5-10 KM,Europa,1,46,130000
19902,C,M,2,3,ESO,Profesional,1,4,5-10 KM,Europa,1,53,100000
19903,S,M,2,3,Formación Profesional,Profesional,1,4,5-10 KM,Europa,1,53,100000
19904,C,F,3,4,Formación Profesional,Profesional,1,4,5-10 KM,Europa,1,54,120000
19905,S,F,3,3,ESO,Profesional,0,4,0-1 KM,Europa,0,47,170000
19906,C,M,3,3,Formación Profesional,Profesional,1,4,0-1 KM,Europa,0,53,170000
19907,C,M,2,3,Formación Profesional,Profesional,1,4,10+ KM,Europa,0,54,100000
19908,S,F,2,3,Formación Profesional,Profesional,1,4,10+ KM,Europa,0,54,100000
19909,C,M,3,4,ESO,Profesional,1,4,10+ KM,Europa,0,55,110000
19910,C,M,3,4,ESO,Profesional,1,3,5-10 KM,Europa,1,54,130000
19911,S,F,3,4,ESO,Profesional,0,3,0-1 KM,Europa,1,54,130000
19912,C,F,2,4,Formación Profesional,Profesional,1,3,0-1 KM,Europa,1,38,160000
19913,C,F,5,1,Formación Profesional,Profesional,1,2,2-5 KM,Europa,0,65,70000
19914,C,M,5,0,Bachiller,Administrativo,1,2,2-5 KM,Europa,0,65,80000
19915,C,F,2,3,Grado Universitario,Administrativo,1,4,2-5 KM,Europa,0,65,100000
19916,C,F,3,4,Grado Universitario,Administrativo,1,2,0-1 KM,Europa,1,65,170000
19917,C,F,3,4,Bachiller,Administrativo,1,3,0-1 KM,Europa,1,60,170000
19918,C,F,4,4,Bachiller,Administrativo,1,3,0-1 KM,Europa,1,65,170000
19919,C,F,3,4,Grado Universitario,Administrativo,1,4,0-1 KM,Europa,0,59,150000
19920,S,F,5,0,ESO,Profesional,1,2,10+ KM,Europa,0,63,90000
19921,S,F,3,4,Bachiller,Administrativo,1,4,10+ KM,Europa,0,58,110000
